"","x","y"
"1545",-58.42873232,-34.64485009
"1547",-58.4287314,-34.64710363
"1548",-58.42873048,-34.64935716
"1549",-58.42872956,-34.6516107
"1550",-58.42872864,-34.65386424
"1551",-58.42872772,-34.65611777
"1552",-58.4287268,-34.65837131
"1553",-58.42872588,-34.66062484
"1554",-58.42872497,-34.66287837
"1555",-58.42872404,-34.66513191
"1556",-58.42872312,-34.66738544
"1559",-58.42640376,-34.56935538
"1560",-58.42640278,-34.57160894
"1561",-58.4264018,-34.57386251
"1562",-58.42640082,-34.57611608
"1563",-58.42639984,-34.57836964
"1564",-58.42639886,-34.5806232
"1565",-58.42639788,-34.58287677
"1566",-58.4263969,-34.58513033
"1567",-58.42639592,-34.58738389
"1568",-58.42639494,-34.58963745
"1570",-58.42639396,-34.59189101
"1571",-58.42639298,-34.59414457
"1572",-58.426392,-34.59639812
"1573",-58.42639102,-34.59865168
"1574",-58.42639004,-34.60090524
"1575",-58.42638906,-34.60315879
"1576",-58.42638808,-34.60541234
"1577",-58.4263871,-34.6076659
"1578",-58.42638612,-34.60991945
"1579",-58.42638514,-34.612173
"1581",-58.42638415,-34.61442655
"1582",-58.42638317,-34.6166801
"1583",-58.42638219,-34.61893365
"1584",-58.42638121,-34.6211872
"1585",-58.42638023,-34.62344075
"1586",-58.42637925,-34.62569429
"1587",-58.42637827,-34.62794784
"1588",-58.42637728,-34.63020139
"1589",-58.4263763,-34.63245493
"1590",-58.42637532,-34.63470847
"1592",-58.42637433,-34.63696202
"1593",-58.42637335,-34.63921556
"1594",-58.42637237,-34.6414691
"1595",-58.42637139,-34.64372264
"1596",-58.42637041,-34.64597618
"1597",-58.42636942,-34.64822972
"1598",-58.42636844,-34.65048325
"1599",-58.42636746,-34.65273679
"1600",-58.42636647,-34.65499033
"1601",-58.42636549,-34.65724386
"1603",-58.4263645,-34.65949739
"1604",-58.42636352,-34.66175093
"1605",-58.42636254,-34.66400446
"1606",-58.42404395,-34.57048144
"1607",-58.42404291,-34.572735
"1608",-58.42404187,-34.57498857
"1609",-58.42404082,-34.57724213
"1610",-58.42403978,-34.5794957
"1611",-58.42403874,-34.58174926
"1612",-58.42403769,-34.58400282
"1614",-58.42403665,-34.58625638
"1615",-58.42403561,-34.58850994
"1616",-58.42403456,-34.5907635
"1617",-58.42403352,-34.59301706
"1618",-58.42403247,-34.59527062
"1619",-58.42403143,-34.59752418
"1620",-58.42403039,-34.59977773
"1621",-58.42402934,-34.60203129
"1622",-58.4240283,-34.60428484
"1623",-58.42402725,-34.6065384
"1625",-58.42402621,-34.60879195
"1626",-58.42402516,-34.6110455
"1627",-58.42402412,-34.61329906
"1628",-58.42402307,-34.61555261
"1629",-58.42402203,-34.61780615
"1630",-58.42402098,-34.6200597
"1631",-58.42401993,-34.62231325
"1632",-58.42401889,-34.6245668
"1633",-58.42401784,-34.62682034
"1634",-58.4240168,-34.62907389
"1636",-58.42401575,-34.63132743
"1637",-58.42401471,-34.63358097
"1638",-58.42401366,-34.63583452
"1639",-58.42401261,-34.63808806
"1640",-58.42401157,-34.6403416
"1641",-58.42401052,-34.64259514
"1642",-58.42400947,-34.64484868
"1643",-58.42400843,-34.64710222
"1644",-58.42400738,-34.64935576
"1645",-58.42400633,-34.65160929
"1647",-58.42400529,-34.65386283
"1648",-58.42400424,-34.65611637
"1649",-58.42400319,-34.6583699
"1650",-58.42400214,-34.66062343
"1651",-58.42400109,-34.66287697
"1652",-58.42168408,-34.57160745
"1653",-58.42168297,-34.57386102
"1654",-58.42168187,-34.57611458
"1655",-58.42168076,-34.57836815
"1656",-58.42167965,-34.58062171
"1658",-58.42167855,-34.58287527
"1659",-58.42167744,-34.58512883
"1660",-58.42167633,-34.5873824
"1661",-58.42167522,-34.58963596
"1662",-58.42167412,-34.59188952
"1663",-58.42167301,-34.59414307
"1664",-58.4216719,-34.59639663
"1665",-58.42167079,-34.59865019
"1666",-58.42166969,-34.60090374
"1667",-58.42166857,-34.60315729
"1670",-58.42166747,-34.60541085
"1671",-58.42166636,-34.6076644
"1672",-58.42166525,-34.60991795
"1673",-58.42166414,-34.6121715
"1674",-58.42166303,-34.61442505
"1675",-58.42166192,-34.6166786
"1676",-58.42166081,-34.61893215
"1677",-58.4216597,-34.6211857
"1678",-58.42165859,-34.62343925
"1679",-58.42165749,-34.6256928
"1681",-58.42165638,-34.62794634
"1682",-58.42165527,-34.63019989
"1683",-58.42165416,-34.63245343
"1684",-58.42165305,-34.63470698
"1685",-58.42165194,-34.63696052
"1686",-58.42165083,-34.63921406
"1687",-58.42164972,-34.6414676
"1688",-58.42164861,-34.64372114
"1689",-58.42164749,-34.64597468
"1690",-58.42164638,-34.64822822
"1692",-58.42164527,-34.65048175
"1693",-58.42164416,-34.65273529
"1694",-58.42164305,-34.65498883
"1695",-58.42164194,-34.65724236
"1696",-58.42164083,-34.65949589
"1697",-58.42163972,-34.66174943
"1698",-58.41932415,-34.57273342
"1699",-58.41932297,-34.57498698
"1700",-58.4193218,-34.57724055
"1701",-58.41932063,-34.57949411
"1703",-58.41931946,-34.58174767
"1704",-58.41931829,-34.58400124
"1705",-58.41931713,-34.5862548
"1706",-58.41931595,-34.58850836
"1707",-58.41931478,-34.59076192
"1708",-58.41931361,-34.59301547
"1709",-58.41931244,-34.59526903
"1710",-58.41931126,-34.59752259
"1711",-58.41931009,-34.59977615
"1712",-58.41930892,-34.6020297
"1714",-58.41930775,-34.60428326
"1715",-58.41930658,-34.60653681
"1716",-58.4193054,-34.60879036
"1717",-58.41930423,-34.61104392
"1718",-58.41930306,-34.61329747
"1719",-58.41930189,-34.61555102
"1720",-58.41930071,-34.61780457
"1721",-58.41929954,-34.62005811
"1722",-58.41929837,-34.62231166
"1723",-58.41929719,-34.62456521
"1725",-58.41929602,-34.62681875
"1726",-58.41929485,-34.6290723
"1727",-58.41929367,-34.63132584
"1728",-58.4192925,-34.63357939
"1729",-58.41929133,-34.63583293
"1730",-58.41929015,-34.63808647
"1731",-58.41928898,-34.64034001
"1732",-58.4192878,-34.64259355
"1733",-58.41928663,-34.64484709
"1734",-58.41928545,-34.64710063
"1736",-58.41928428,-34.64935417
"1737",-58.4192831,-34.6516077
"1738",-58.41928193,-34.65386124
"1739",-58.41928075,-34.65611477
"1740",-58.41927958,-34.65836831
"1741",-58.4192784,-34.66062184
"1742",-58.41696291,-34.57611291
"1743",-58.41696168,-34.57836647
"1744",-58.41696045,-34.58062003
"1745",-58.41695921,-34.5828736
"1747",-58.41695798,-34.58512716
"1748",-58.41695674,-34.58738072
"1749",-58.41695551,-34.58963428
"1750",-58.41695427,-34.59188784
"1751",-58.41695304,-34.59414139
"1752",-58.4169518,-34.59639495
"1753",-58.41695056,-34.59864851
"1754",-58.41694933,-34.60090206
"1755",-58.41694809,-34.60315562
"1756",-58.41694686,-34.60540917
"1758",-58.41694562,-34.60766272
"1759",-58.41694438,-34.60991627
"1760",-58.41694315,-34.61216983
"1761",-58.41694191,-34.61442338
"1762",-58.41694068,-34.61667693
"1763",-58.41693944,-34.61893047
"1764",-58.4169382,-34.62118402
"1765",-58.41693697,-34.62343757
"1766",-58.41693573,-34.62569112
"1767",-58.41693449,-34.62794466
"1769",-58.41693325,-34.63019821
"1770",-58.41693201,-34.63245175
"1771",-58.41693078,-34.6347053
"1772",-58.41692954,-34.63695884
"1773",-58.4169283,-34.63921238
"1774",-58.41692706,-34.64146592
"1775",-58.41692583,-34.64371946
"1776",-58.41692459,-34.645973
"1777",-58.41692335,-34.64822654
"1778",-58.41692211,-34.65048007
"1781",-58.41692087,-34.65273361
"1782",-58.41691963,-34.65498714
"1783",-58.41691839,-34.65724068
"1784",-58.41691715,-34.65949421
"1785",-58.41460279,-34.57723878
"1786",-58.41460149,-34.57949234
"1787",-58.41460019,-34.5817459
"1788",-58.41459889,-34.58399947
"1789",-58.41459759,-34.58625303
"1790",-58.4145963,-34.58850659
"1792",-58.414595,-34.59076015
"1793",-58.4145937,-34.59301371
"1794",-58.4145924,-34.59526726
"1795",-58.4145911,-34.59752082
"1796",-58.4145898,-34.59977438
"1797",-58.4145885,-34.60202793
"1798",-58.4145872,-34.60428149
"1799",-58.4145859,-34.60653504
"1800",-58.4145846,-34.60878859
"1801",-58.4145833,-34.61104214
"1803",-58.414582,-34.6132957
"1804",-58.4145807,-34.61554925
"1805",-58.4145794,-34.6178028
"1806",-58.4145781,-34.62005634
"1807",-58.4145768,-34.62230989
"1808",-58.4145755,-34.62456344
"1809",-58.4145742,-34.62681698
"1810",-58.4145729,-34.62907053
"1811",-58.41457159,-34.63132407
"1812",-58.41457029,-34.63357761
"1814",-58.41456899,-34.63583116
"1815",-58.41456769,-34.6380847
"1816",-58.41456639,-34.64033824
"1817",-58.41456509,-34.64259178
"1818",-58.41456379,-34.64484532
"1819",-58.41456248,-34.64709886
"1820",-58.41456118,-34.64935239
"1821",-58.41455988,-34.65160593
"1822",-58.41455857,-34.65385947
"1823",-58.41455727,-34.656113
"1825",-58.41455597,-34.65836654
"1826",-58.41224396,-34.57611105
"1827",-58.4122426,-34.57836461
"1828",-58.41224124,-34.58061817
"1829",-58.41223987,-34.58287174
"1830",-58.41223851,-34.5851253
"1831",-58.41223715,-34.58737886
"1832",-58.41223579,-34.58963242
"1833",-58.41223443,-34.59188598
"1834",-58.41223306,-34.59413953
"1836",-58.4122317,-34.59639309
"1837",-58.41223034,-34.59864665
"1838",-58.41222897,-34.6009002
"1839",-58.41222761,-34.60315376
"1840",-58.41222624,-34.60540731
"1841",-58.41222488,-34.60766086
"1842",-58.41222352,-34.60991441
"1843",-58.41222216,-34.61216796
"1844",-58.41222079,-34.61442151
"1845",-58.41221943,-34.61667506
"1847",-58.41221806,-34.61892861
"1848",-58.4122167,-34.62118216
"1849",-58.41221534,-34.62343571
"1850",-58.41221397,-34.62568925
"1851",-58.41221261,-34.6279428
"1852",-58.41221123,-34.63019635
"1853",-58.41220987,-34.63244989
"1854",-58.41220851,-34.63470343
"1855",-58.41220714,-34.63695698
"1856",-58.41220578,-34.63921052
"1858",-58.41220441,-34.64146406
"1859",-58.41220305,-34.64371759
"1860",-58.41220168,-34.64597113
"1861",-58.41220031,-34.64822467
"1862",-58.41219895,-34.65047821
"1863",-58.41219758,-34.65273174
"1864",-58.41219621,-34.65498528
"1865",-58.41219484,-34.65723881
"1866",-58.40988377,-34.57723683
"1867",-58.40988234,-34.57949039
"1869",-58.40988092,-34.58174395
"1870",-58.4098795,-34.58399752
"1871",-58.40987807,-34.58625108
"1872",-58.40987664,-34.58850464
"1873",-58.40987522,-34.59075819
"1874",-58.40987379,-34.59301175
"1875",-58.40987236,-34.59526531
"1876",-58.40987094,-34.59751887
"1877",-58.40986951,-34.59977242
"1878",-58.40986808,-34.60202598
"1880",-58.40986665,-34.60427953
"1881",-58.40986523,-34.60653309
"1882",-58.4098638,-34.60878664
"1883",-58.40986237,-34.61104019
"1884",-58.40986094,-34.61329374
"1885",-58.40985952,-34.61554729
"1886",-58.40985809,-34.61780084
"1887",-58.40985666,-34.62005439
"1888",-58.40985523,-34.62230794
"1889",-58.4098538,-34.62456148
"1892",-58.40985237,-34.62681503
"1893",-58.40985094,-34.62906857
"1894",-58.40984952,-34.63132212
"1895",-58.40984809,-34.63357566
"1896",-58.40984666,-34.6358292
"1897",-58.40984523,-34.63808274
"1898",-58.4098438,-34.64033628
"1899",-58.40984237,-34.64258982
"1900",-58.40984094,-34.64484336
"1901",-58.40983951,-34.6470969
"1903",-58.40983808,-34.64935044
"1904",-58.40983665,-34.65160397
"1905",-58.40983522,-34.65385751
"1906",-58.40983378,-34.65611105
"1907",-58.40983235,-34.65836458
"1908",-58.407525,-34.576109
"1909",-58.40752352,-34.57836257
"1910",-58.40752203,-34.58061613
"1911",-58.40752054,-34.58286969
"1912",-58.40751905,-34.58512325
"1914",-58.40751756,-34.58737681
"1915",-58.40751607,-34.58963037
"1916",-58.40751458,-34.59188393
"1917",-58.40751309,-34.59413749
"1918",-58.4075116,-34.59639105
"1919",-58.40751011,-34.5986446
"1920",-58.40750862,-34.60089816
"1921",-58.40750713,-34.60315171
"1922",-58.40750563,-34.60540526
"1923",-58.40750414,-34.60765882
"1925",-58.40750265,-34.60991237
"1926",-58.40750116,-34.61216592
"1927",-58.40749967,-34.61441947
"1928",-58.40749818,-34.61667302
"1929",-58.40749669,-34.61892657
"1930",-58.40749519,-34.62118011
"1931",-58.4074937,-34.62343366
"1932",-58.40749221,-34.62568721
"1933",-58.40749072,-34.62794075
"1934",-58.40748922,-34.6301943
"1936",-58.40748773,-34.63244784
"1937",-58.40748624,-34.63470138
"1938",-58.40748475,-34.63695493
"1939",-58.40748325,-34.63920847
"1940",-58.40748176,-34.64146201
"1941",-58.40748026,-34.64371555
"1942",-58.40747877,-34.64596909
"1943",-58.40747728,-34.64822262
"1944",-58.40747578,-34.65047616
"1945",-58.40747429,-34.6527297
"1947",-58.40747279,-34.65498323
"1948",-58.4074713,-34.65723677
"1949",-58.4051663,-34.57498113
"1950",-58.40516476,-34.5772347
"1951",-58.4051632,-34.57948826
"1952",-58.40516165,-34.58174182
"1953",-58.4051601,-34.58399538
"1954",-58.40515854,-34.58624894
"1955",-58.40515699,-34.5885025
"1956",-58.40515543,-34.59075606
"1958",-58.40515388,-34.59300962
"1959",-58.40515233,-34.59526318
"1960",-58.40515077,-34.59751673
"1961",-58.40514922,-34.59977029
"1962",-58.40514766,-34.60202384
"1963",-58.40514611,-34.6042774
"1964",-58.40514456,-34.60653095
"1965",-58.405143,-34.6087845
"1966",-58.40514144,-34.61103806
"1967",-58.40513989,-34.61329161
"1969",-58.40513833,-34.61554516
"1970",-58.40513678,-34.61779871
"1971",-58.40513522,-34.62005225
"1972",-58.40513367,-34.6223058
"1973",-58.40513211,-34.62455934
"1974",-58.40513055,-34.62681289
"1975",-58.405129,-34.62906643
"1976",-58.40512744,-34.63131998
"1977",-58.40512588,-34.63357352
"1978",-58.40512432,-34.63582706
"1980",-58.40512277,-34.6380806
"1981",-58.40512121,-34.64033414
"1982",-58.40511965,-34.64258768
"1983",-58.40511809,-34.64484122
"1984",-58.40511654,-34.64709476
"1985",-58.40511498,-34.6493483
"1986",-58.40511342,-34.65160184
"1987",-58.40511186,-34.65385537
"1988",-58.4051103,-34.6561089
"1989",-58.40510875,-34.65836244
"1991",-58.40280767,-34.57385321
"1992",-58.40280605,-34.57610678
"1993",-58.40280443,-34.57836034
"1994",-58.40280282,-34.58061391
"1995",-58.4028012,-34.58286747
"1996",-58.40279959,-34.58512103
"1997",-58.40279797,-34.58737459
"1998",-58.40279635,-34.58962815
"1999",-58.40279473,-34.59188171
"2000",-58.40279312,-34.59413526
"2003",-58.4027915,-34.59638882
"2004",-58.40278988,-34.59864238
"2005",-58.40278826,-34.60089593
"2006",-58.40278665,-34.60314948
"2007",-58.40278502,-34.60540304
"2008",-58.40278341,-34.60765659
"2009",-58.40278179,-34.60991014
"2010",-58.40278017,-34.61216369
"2011",-58.40277855,-34.61441724
"2012",-58.40277693,-34.61667079
"2014",-58.40277531,-34.61892434
"2015",-58.4027737,-34.62117789
"2016",-58.40277207,-34.62343143
"2017",-58.40277045,-34.62568498
"2018",-58.40276883,-34.62793852
"2019",-58.40276721,-34.63019207
"2020",-58.40276559,-34.63244561
"2021",-58.40276397,-34.63469916
"2022",-58.40276235,-34.6369527
"2023",-58.40276072,-34.63920624
"2025",-58.4027591,-34.64145978
"2026",-58.40275748,-34.64371332
"2027",-58.40275586,-34.64596685
"2028",-58.40275424,-34.64822039
"2029",-58.40275262,-34.65047393
"2030",-58.402751,-34.65272746
"2031",-58.40274937,-34.654981
"2032",-58.40274776,-34.65723454
"2033",-58.40274613,-34.65948807
"2034",-58.40044573,-34.57723238
"2036",-58.40044405,-34.57948594
"2037",-58.40044238,-34.5817395
"2038",-58.4004407,-34.58399306
"2039",-58.40043901,-34.58624663
"2040",-58.40043733,-34.58850019
"2041",-58.40043565,-34.59075374
"2042",-58.40043397,-34.5930073
"2043",-58.40043229,-34.59526086
"2044",-58.40043061,-34.59751442
"2045",-58.40042893,-34.59976797
"2047",-58.40042724,-34.60202153
"2048",-58.40042557,-34.60427508
"2049",-58.40042388,-34.60652863
"2050",-58.4004222,-34.60878218
"2051",-58.40042052,-34.61103574
"2052",-58.40041883,-34.61328929
"2053",-58.40041715,-34.61554284
"2054",-58.40041547,-34.61779638
"2055",-58.40041378,-34.62004993
"2056",-58.4004121,-34.62230348
"2058",-58.40041042,-34.62455702
"2059",-58.40040873,-34.62681057
"2060",-58.40040705,-34.62906412
"2061",-58.40040536,-34.63131766
"2062",-58.40040368,-34.6335712
"2063",-58.40040199,-34.63582474
"2064",-58.40040031,-34.63807828
"2065",-58.40039862,-34.64033182
"2066",-58.40039694,-34.64258536
"2067",-58.40039525,-34.6448389
"2069",-58.40039357,-34.64709244
"2070",-58.40039188,-34.64934598
"2071",-58.40039019,-34.65159951
"2072",-58.40038851,-34.65385305
"2073",-58.40038682,-34.65610659
"2074",-58.40038513,-34.65836012
"2075",-58.40038345,-34.66061365
"2076",-58.39808536,-34.57835794
"2077",-58.39808361,-34.5806115
"2078",-58.39808187,-34.58286506
"2080",-58.39808012,-34.58511862
"2081",-58.39807838,-34.58737218
"2082",-58.39807663,-34.58962574
"2083",-58.39807489,-34.5918793
"2084",-58.39807315,-34.59413286
"2085",-58.3980714,-34.59638641
"2086",-58.39806965,-34.59863997
"2087",-58.39806791,-34.60089352
"2088",-58.39806617,-34.60314708
"2089",-58.39806441,-34.60540063
"2091",-58.39806267,-34.60765418
"2092",-58.39806092,-34.60990773
"2093",-58.39805918,-34.61216128
"2094",-58.39805743,-34.61441483
"2095",-58.39805568,-34.61666838
"2096",-58.39805394,-34.61892193
"2097",-58.39805219,-34.62117548
"2098",-58.39805044,-34.62342903
"2099",-58.3980487,-34.62568257
"2100",-58.39804695,-34.62793611
"2102",-58.3980452,-34.63018966
"2103",-58.39804345,-34.6324432
"2104",-58.3980417,-34.63469674
"2105",-58.39803995,-34.63695029
"2106",-58.3980382,-34.63920383
"2107",-58.39803646,-34.64145736
"2108",-58.39803471,-34.6437109
"2109",-58.39803295,-34.64596444
"2110",-58.3980312,-34.64821798
"2111",-58.39802946,-34.65047152
"2114",-58.39802771,-34.65272505
"2115",-58.39802596,-34.65497859
"2116",-58.3980242,-34.65723212
"2117",-58.39802245,-34.65948565
"2118",-58.39572492,-34.57948344
"2119",-58.39572311,-34.58173701
"2120",-58.3957213,-34.58399057
"2121",-58.39571949,-34.58624413
"2122",-58.39571768,-34.58849769
"2123",-58.39571587,-34.59075124
"2125",-58.39571406,-34.5930048
"2126",-58.39571226,-34.59525836
"2127",-58.39571044,-34.59751192
"2128",-58.39570864,-34.59976547
"2129",-58.39570683,-34.60201902
"2130",-58.39570502,-34.60427258
"2131",-58.39570321,-34.60652613
"2132",-58.3957014,-34.60877968
"2133",-58.39569959,-34.61103323
"2134",-58.39569778,-34.61328679
"2136",-58.39569597,-34.61554033
"2137",-58.39569416,-34.61779388
"2138",-58.39569234,-34.62004743
"2139",-58.39569053,-34.62230098
"2140",-58.39568872,-34.62455452
"2141",-58.39568691,-34.62680807
"2142",-58.3956851,-34.62906161
"2143",-58.39568329,-34.63131515
"2144",-58.39568147,-34.6335687
"2145",-58.39567966,-34.63582224
"2147",-58.39567785,-34.63807578
"2148",-58.39567604,-34.64032932
"2149",-58.39567422,-34.64258286
"2150",-58.39567241,-34.6448364
"2151",-58.39567059,-34.64708993
"2152",-58.39566878,-34.64934347
"2153",-58.39566697,-34.65159701
"2154",-58.39566515,-34.65385054
"2155",-58.39566334,-34.65610408
"2156",-58.39566153,-34.65835761
"2158",-58.39565971,-34.66061114
"2159",-58.39336441,-34.58060891
"2160",-58.39336254,-34.58286247
"2161",-58.39336066,-34.58511603
"2162",-58.39335879,-34.58736959
"2163",-58.39335692,-34.58962315
"2164",-58.39335505,-34.59187671
"2165",-58.39335318,-34.59413026
"2166",-58.3933513,-34.59638382
"2167",-58.39334943,-34.59863737
"2169",-58.39334755,-34.60089093
"2170",-58.39334569,-34.60314448
"2171",-58.39334381,-34.60539804
"2172",-58.39334193,-34.60765159
"2173",-58.39334006,-34.60990514
"2174",-58.39333819,-34.61215869
"2175",-58.39333632,-34.61441224
"2176",-58.39333444,-34.61666579
"2177",-58.39333256,-34.61891934
"2178",-58.39333068,-34.62117289
"2180",-58.39332882,-34.62342643
"2181",-58.39332694,-34.62567998
"2182",-58.39332506,-34.62793352
"2183",-58.39332318,-34.63018706
"2184",-58.39332131,-34.63244061
"2185",-58.39331943,-34.63469415
"2186",-58.39331756,-34.63694769
"2187",-58.39331568,-34.63920123
"2188",-58.3933138,-34.64145477
"2189",-58.39331193,-34.64370831
"2191",-58.39331005,-34.64596184
"2192",-58.39330817,-34.64821538
"2193",-58.39330629,-34.65046892
"2194",-58.39330442,-34.65272245
"2195",-58.39330254,-34.65497599
"2196",-58.39330066,-34.65722952
"2197",-58.39329878,-34.65948306
"2198",-58.3932969,-34.66173659
"2199",-58.39100577,-34.57948076
"2200",-58.39100384,-34.58173432
"2202",-58.3910019,-34.58398789
"2203",-58.39099997,-34.58624145
"2204",-58.39099803,-34.588495
"2205",-58.39099609,-34.59074856
"2206",-58.39099416,-34.59300212
"2207",-58.39099223,-34.59525568
"2208",-58.39099028,-34.59750923
"2209",-58.39098835,-34.59976279
"2210",-58.39098641,-34.60201634
"2211",-58.39098447,-34.60426989
"2213",-58.39098254,-34.60652345
"2214",-58.3909806,-34.608777
"2215",-58.39097866,-34.61103055
"2216",-58.39097672,-34.6132841
"2217",-58.39097478,-34.61553765
"2218",-58.39097285,-34.6177912
"2219",-58.39097091,-34.62004474
"2220",-58.39096896,-34.62229829
"2221",-58.39096703,-34.62455183
"2222",-58.39096509,-34.62680538
"2226",-58.39096315,-34.62905892
"2227",-58.39096121,-34.63131247
"2228",-58.39095927,-34.63356601
"2229",-58.39095733,-34.63581955
"2230",-58.39095539,-34.63807309
"2231",-58.39095345,-34.64032663
"2232",-58.39095151,-34.64258017
"2233",-58.39094957,-34.64483371
"2234",-58.39094763,-34.64708725
"2235",-58.39094568,-34.64934078
"2237",-58.39094374,-34.65159432
"2238",-58.3909418,-34.65384786
"2239",-58.39093986,-34.65610139
"2240",-58.39093791,-34.65835492
"2241",-58.39093597,-34.66060845
"2242",-58.3886452,-34.58060614
"2243",-58.3886432,-34.5828597
"2244",-58.3886412,-34.58511326
"2245",-58.3886392,-34.58736682
"2246",-58.3886372,-34.58962037
"2248",-58.3886352,-34.59187393
"2249",-58.3886332,-34.59412749
"2250",-58.38863121,-34.59638104
"2251",-58.3886292,-34.5986346
"2252",-58.3886272,-34.60088815
"2253",-58.3886252,-34.60314171
"2254",-58.3886232,-34.60539526
"2255",-58.3886212,-34.60764881
"2256",-58.3886192,-34.60990236
"2257",-58.3886172,-34.61215592
"2259",-58.38861519,-34.61440946
"2260",-58.38861319,-34.61666301
"2261",-58.38861119,-34.61891656
"2262",-58.38860918,-34.62117011
"2263",-58.38860718,-34.62342366
"2264",-58.38860518,-34.6256772
"2265",-58.38860318,-34.62793074
"2266",-58.38860117,-34.63018428
"2267",-58.38859917,-34.63243783
"2268",-58.38859717,-34.63469137
"2270",-58.38859516,-34.63694491
"2271",-58.38859316,-34.63919845
"2272",-58.38859115,-34.64145199
"2273",-58.38858915,-34.64370553
"2274",-58.38858714,-34.64595907
"2275",-58.38858514,-34.64821261
"2276",-58.38858313,-34.65046614
"2277",-58.38858113,-34.65271968
"2278",-58.38857912,-34.65497321
"2279",-58.38857712,-34.65722675
"2281",-58.38857511,-34.65948028
"2282",-58.38628663,-34.5794779
"2283",-58.38628457,-34.58173146
"2284",-58.3862825,-34.58398502
"2285",-58.38628044,-34.58623858
"2286",-58.38627838,-34.58849214
"2287",-58.38627631,-34.5907457
"2288",-58.38627425,-34.59299926
"2289",-58.38627218,-34.59525282
"2290",-58.38627013,-34.59750637
"2292",-58.38626806,-34.59975992
"2293",-58.38626599,-34.60201348
"2294",-58.38626393,-34.60426703
"2295",-58.38626186,-34.60652058
"2296",-58.3862598,-34.60877413
"2297",-58.38625773,-34.61102768
"2298",-58.38625567,-34.61328123
"2299",-58.3862536,-34.61553478
"2300",-58.38625154,-34.61778833
"2301",-58.38624947,-34.62004188
"2303",-58.38624741,-34.62229543
"2304",-58.38624533,-34.62454897
"2305",-58.38624327,-34.62680251
"2306",-58.3862412,-34.62905606
"2307",-58.38623913,-34.6313096
"2308",-58.38623707,-34.63356314
"2309",-58.386235,-34.63581668
"2310",-58.38623293,-34.63807023
"2311",-58.38623086,-34.64032377
"2312",-58.38622879,-34.6425773
"2314",-58.38622673,-34.64483084
"2315",-58.38622465,-34.64708438
"2316",-58.38622258,-34.64933792
"2317",-58.38622052,-34.65159145
"2318",-58.38621845,-34.65384498
"2319",-58.38621638,-34.65609852
"2320",-58.38621431,-34.65835205
"2321",-58.38392812,-34.57834962
"2322",-58.38392599,-34.58060318
"2323",-58.38392387,-34.58285674
"2325",-58.38391961,-34.58736386
"2326",-58.38391749,-34.58961742
"2327",-58.38391536,-34.59187098
"2328",-58.38391324,-34.59412453
"2329",-58.3839111,-34.59637809
"2330",-58.38390898,-34.59863164
"2331",-58.38390685,-34.6008852
"2332",-58.38390472,-34.60313875
"2333",-58.3839026,-34.60539231
"2334",-58.38390046,-34.60764586
"2337",-58.38389833,-34.60989941
"2338",-58.3838962,-34.61215296
"2339",-58.38389408,-34.61440651
"2340",-58.38389195,-34.61666005
"2341",-58.38388982,-34.6189136
"2342",-58.38388769,-34.62116715
"2343",-58.38388555,-34.62342069
"2344",-58.38388343,-34.62567424
"2345",-58.38388129,-34.62792778
"2346",-58.38387916,-34.63018132
"2348",-58.38387704,-34.63243487
"2349",-58.3838749,-34.63468841
"2350",-58.38387277,-34.63694195
"2351",-58.38387064,-34.63919549
"2352",-58.3838685,-34.64144903
"2353",-58.38386637,-34.64370257
"2354",-58.38386424,-34.6459561
"2355",-58.3838621,-34.64820964
"2356",-58.38385997,-34.65046318
"2357",-58.38385784,-34.65271671
"2359",-58.3838557,-34.65497025
"2360",-58.38385357,-34.65722378
"2361",-58.38156749,-34.57947486
"2362",-58.3815653,-34.58172842
"2363",-58.38156311,-34.58398198
"2364",-58.38155872,-34.58848909
"2365",-58.38155654,-34.59074265
"2366",-58.38155435,-34.59299621
"2367",-58.38155215,-34.59524976
"2368",-58.38154997,-34.59750332
"2370",-58.38154777,-34.59975687
"2371",-58.38154558,-34.60201043
"2372",-58.38154339,-34.60426398
"2373",-58.38154119,-34.60651753
"2374",-58.381539,-34.60877108
"2375",-58.38153681,-34.61102463
"2376",-58.38153461,-34.61327818
"2377",-58.38153242,-34.61553173
"2378",-58.38153023,-34.61778528
"2379",-58.38152803,-34.62003883
"2381",-58.38152584,-34.62229237
"2382",-58.38152364,-34.62454592
"2383",-58.38152145,-34.62679946
"2384",-58.38151925,-34.62905301
"2385",-58.38151706,-34.63130655
"2386",-58.38151486,-34.63356009
"2387",-58.38151267,-34.63581363
"2388",-58.38151047,-34.63806717
"2389",-58.38150828,-34.64032071
"2390",-58.38150608,-34.64257425
"2392",-58.38150388,-34.64482779
"2393",-58.38150169,-34.64708132
"2394",-58.3814995,-34.64933486
"2395",-58.38149729,-34.65158839
"2396",-58.3814951,-34.65384193
"2397",-58.3814929,-34.65609546
"2398",-58.37920679,-34.58060004
"2399",-58.37920454,-34.5828536
"2400",-58.37920228,-34.58510716
"2401",-58.37919777,-34.58961428
"2403",-58.37919552,-34.59186784
"2404",-58.37919327,-34.59412139
"2405",-58.37919101,-34.59637495
"2406",-58.37918876,-34.5986285
"2407",-58.3791865,-34.60088206
"2408",-58.37918424,-34.60313561
"2409",-58.37918199,-34.60538917
